SORBI_3009G175800	SbABI57	ABI3-VP1
SORBI_3010G006000	SbABI58	ABI3-VP1
SORBI_3010G006100	SbABI76	ABI3-VP1
SORBI_3010G008300	SbABI59	ABI3-VP1
SORBI_3010G026600	SbABI77	ABI3-VP1
SORBI_3010G198200	SbABI78	ABI3-VP1
Os01g0813300	OsEREB12	AP2/ERF-AP2
Os01g0899800	OsEREB15	AP2/ERF-AP2
Os02g0747600	OsEREB35	AP2/ERF-AP2
Os03g0176300	OsEREB45	AP2/ERF-AP2
Os03g0232200	OsEREB51	AP2/ERF-AP2
Os03g0313100	OsEREB53	AP2/ERF-AP2
Os03g0818800	OsEREB58	AP2/ERF-AP2
Os04g0504500	OsEREB65	AP2/ERF-AP2
Os04g0649100	OsEREB77	AP2/ERF-AP2
Os04g0653600	OsEREB78	AP2/ERF-AP2
Os05g0121600	OsEREB81	AP2/ERF-AP2
Os05g0536250	OsEREB94	AP2/ERF-AP2
Os06g0145700	OsEREB99	AP2/ERF-AP2
Os06g0639200	OsEREB116	AP2/ERF-AP2
Os06g0657500	OsEREB117	AP2/ERF-AP2
Os07g0124700	OsEREB119	AP2/ERF-AP2
Os07g0235800	OsEREB122	AP2/ERF-AP2
Os08g0442400	OsEREB133	AP2/ERF-AP2
Os09g0423800	OsEREB146	AP2/ERF-AP2
Os11g0129700	OsEREB161	AP2/ERF-AP2
Os11g0295900	OsEREB164	AP2/ERF-AP2
Os12g0126300	OsEREB165	AP2/ERF-AP2
SORBI_3001G036800	SbEREB156	AP2/ERF-AP2
SORBI_3001G075700	SbEREB157	AP2/ERF-AP2
SORBI_3001G392700	SbEREB158	AP2/ERF-AP2
SORBI_3001G448000	SbEREB159	AP2/ERF-AP2
SORBI_3001G485200	SbEREB160	AP2/ERF-AP2
SORBI_3002G022600	SbEREB161	AP2/ERF-AP2
SORBI_3002G083600	SbEREB162	AP2/ERF-AP2
SORBI_3002G206400	SbEREB163	AP2/ERF-AP2
SORBI_3003G332300	SbEREB164	AP2/ERF-AP2
SORBI_3003G390600	SbEREB165	AP2/ERF-AP2
SORBI_3004G214300	SbEREB22	AP2/ERF-AP2
SORBI_3004G237100	SbEREB69	AP2/ERF-AP2
SORBI_3005G021000	SbEREB166	AP2/ERF-AP2
SORBI_3006G240700	SbEREB101	AP2/ERF-AP2
SORBI_3006G245500	SbEREB167	AP2/ERF-AP2
SORBI_3007G056700	SbEREB168	AP2/ERF-AP2
SORBI_3007G142700	SbEREB169	AP2/ERF-AP2
SORBI_3009G024600	SbEREB127	AP2/ERF-AP2
SORBI_3009G124200	SbEREB170	AP2/ERF-AP2
SORBI_3009G212500	SbEREB171	AP2/ERF-AP2
SORBI_3010G015000	SbEREB141	AP2/ERF-AP2
SORBI_3010G035100	SbEREB172	AP2/ERF-AP2
SORBI_3010G202700	SbEREB173	AP2/ERF-AP2
SORBI_3010G215100	SbEREB174	AP2/ERF-AP2
Os01g0131600	OsEREB1	AP2/ERF-ERF
Os01g0165000	OsEREB4	AP2/ERF-ERF
Os01g0200600	OsEREB5	AP2/ERF-ERF
Os01g0224100	OsEREB6	AP2/ERF-ERF
Os01g0313300	OsEREB7	AP2/ERF-ERF
Os01g0657400	OsEREB8	AP2/ERF-ERF
Os01g0752500	OsEREB10	AP2/ERF-ERF
Os01g0797600	OsEREB11	AP2/ERF-ERF
Os01g0868000	OsEREB13	AP2/ERF-ERF
Os01g0885900	OsEREB14	AP2/ERF-ERF
Os01g0968800	OsEREB16	AP2/ERF-ERF
Os02g0202000	OsEREB19	AP2/ERF-ERF
Os02g0499000	OsEREB21	AP2/ERF-ERF
Os02g0520000	OsEREB22	AP2/ERF-ERF
Os02g0546600	OsEREB24	AP2/ERF-ERF
Os02g0558700	OsEREB26	AP2/ERF-ERF
Os02g0594300	OsEREB27	AP2/ERF-ERF
Os02g0614300	OsEREB28	AP2/ERF-ERF
Os02g0638650	OsEREB171	AP2/ERF-ERF
Os02g0654700	OsEREB29	AP2/ERF-ERF
Os02g0655200	OsEREB30	AP2/ERF-ERF
Os02g0656600	OsEREB31	AP2/ERF-ERF
Os02g0657000	OsEREB32	AP2/ERF-ERF
Os02g0676800	OsEREB33	AP2/ERF-ERF
Os02g0677300	OsEREB34	AP2/ERF-ERF
Os02g0752800	OsEREB36	AP2/ERF-ERF
Os02g0764700	OsEREB37	AP2/ERF-ERF
Os02g0767800	OsEREB172	AP2/ERF-ERF
Os02g0781300	OsEREB38	AP2/ERF-ERF
Os02g0782700	OsEREB39	AP2/ERF-ERF
Os02g0797100	OsEREB40	AP2/ERF-ERF
Os03g0117900	OsEREB173	AP2/ERF-ERF
Os03g0150200	OsEREB42	AP2/ERF-ERF
Os03g0174400	OsEREB44	AP2/ERF-ERF
Os03g0182800	OsEREB46	AP2/ERF-ERF
Os03g0183000	OsEREB47	AP2/ERF-ERF
Os03g0183300	OsEREB49	AP2/ERF-ERF
Os03g0191900	OsEREB50	AP2/ERF-ERF
Os03g0263000	OsEREB52	AP2/ERF-ERF
Os03g0341000	OsEREB54	AP2/ERF-ERF
Os03g0770700	OsEREB56	AP2/ERF-ERF
Os03g0815800	OsEREB57	AP2/ERF-ERF
Os03g0860100	OsEREB59	AP2/ERF-ERF
Os04g0257500	OsEREB60	AP2/ERF-ERF
Os04g0398000	OsEREB61	AP2/ERF-ERF
Os04g0399800	OsEREB62	AP2/ERF-ERF
Os04g0429050	OsEREB63	AP2/ERF-ERF
Os04g0529100	OsEREB66	AP2/ERF-ERF
Os04g0546800	OsEREB67	AP2/ERF-ERF
Os04g0547600	OsEREB69	AP2/ERF-ERF
Os04g0549700	OsEREB70	AP2/ERF-ERF
Os04g0549800	OsEREB71	AP2/ERF-ERF
Os04g0550200	OsEREB72	AP2/ERF-ERF
Os04g0572200	OsEREB174	AP2/ERF-ERF
Os04g0572400	OsEREB74	AP2/ERF-ERF
Os04g0610400	OsEREB75	AP2/ERF-ERF
Os04g0648900	OsEREB76	AP2/ERF-ERF
Os04g0655700	OsEREB79	AP2/ERF-ERF
Os04g0669200	OsEREB80	AP2/ERF-ERF
Os05g0316800	OsEREB83	AP2/ERF-ERF
Os05g0346200	OsEREB84	AP2/ERF-ERF
Os05g0351200	OsEREB85	AP2/ERF-ERF
Os05g0361700	OsEREB87	AP2/ERF-ERF
Os05g0389000	OsEREB88	AP2/ERF-ERF
Os05g0420300	OsEREB89	AP2/ERF-ERF
Os05g0437100	OsEREB175	AP2/ERF-ERF
Os05g0473300	OsEREB91	AP2/ERF-ERF
Os05g0497200	OsEREB92	AP2/ERF-ERF
Os05g0497300	OsEREB93	AP2/ERF-ERF
Os05g0572000	OsEREB97	AP2/ERF-ERF
Os06g0127100	OsEREB98	AP2/ERF-ERF
Os06g0165600	OsEREB101	AP2/ERF-ERF
Os06g0166400	OsEREB102	AP2/ERF-ERF
Os06g0181700	OsEREB103	AP2/ERF-ERF
Os06g0194000	OsEREB104	AP2/ERF-ERF
Os06g0604000	OsEREB114	AP2/ERF-ERF
Os06g0691100	OsEREB118	AP2/ERF-ERF
Os07g0204000	OsEREB120	AP2/ERF-ERF
Os07g0227600	OsEREB121	AP2/ERF-ERF
Os07g0410700	OsEREB124	AP2/ERF-ERF
Os07g0575000	OsEREB125	AP2/ERF-ERF
Os07g0617000	OsEREB126	AP2/ERF-ERF
Os07g0669500	OsEREB127	AP2/ERF-ERF
Os07g0674800	OsEREB128	AP2/ERF-ERF
Os08g0173700	OsEREB130	AP2/ERF-ERF
Os08g0408500	OsEREB132	AP2/ERF-ERF
Os08g0454000	OsEREB134	AP2/ERF-ERF
Os08g0474000	OsEREB135	AP2/ERF-ERF
Os08g0521600	OsEREB136	AP2/ERF-ERF
Os08g0537900	OsEREB137	AP2/ERF-ERF
Os08g0565200	OsEREB141	AP2/ERF-ERF
Os09g0286600	OsEREB142	AP2/ERF-ERF
Os09g0287000	OsEREB143	AP2/ERF-ERF
Os09g0309700	OsEREB144	AP2/ERF-ERF
Os09g0369000	OsEREB145	AP2/ERF-ERF
Os09g0434500	OsEREB147	AP2/ERF-ERF
Os09g0457900	OsEREB148	AP2/ERF-ERF
Os09g0522000	OsEREB149	AP2/ERF-ERF
Os09g0522100	OsEREB150	AP2/ERF-ERF
Os09g0522200	OsEREB151	AP2/ERF-ERF
Os09g0571700	OsEREB152	AP2/ERF-ERF
Os09g0572000	OsEREB153	AP2/ERF-ERF
Os10g0371100	OsEREB154	AP2/ERF-ERF
Os10g0390800	OsEREB155	AP2/ERF-ERF
Os10g0523900	OsEREB158	AP2/ERF-ERF
Os10g0562900	OsEREB160	AP2/ERF-ERF
Os11g0168500	OsEREB162	AP2/ERF-ERF
Os11g0242300	OsEREB163	AP2/ERF-ERF
Os12g0168100	OsEREB176	AP2/ERF-ERF
Os12g0582900	OsEREB166	AP2/ERF-ERF
Os12g0602450	OsEREB167	AP2/ERF-ERF
Os12g0602966	OsEREB168	AP2/ERF-ERF
Os12g0603100	OsEREB177	AP2/ERF-ERF
Os12g0603300	OsEREB170	AP2/ERF-ERF
SORBI_3001G002500	SbEREB1	AP2/ERF-ERF
SORBI_3001G039800	SbEREB2	AP2/ERF-ERF
SORBI_3001G169400	SbEREB5	AP2/ERF-ERF
SORBI_3001G234500	SbEREB3	AP2/ERF-ERF
SORBI_3001G253400	SbEREB4	AP2/ERF-ERF
SORBI_3001G296300	SbEREB57	AP2/ERF-ERF
SORBI_3001G298100	SbEREB6	AP2/ERF-ERF
SORBI_3001G320601	SbEREB10	AP2/ERF-ERF
SORBI_3001G378900	SbEREB7	AP2/ERF-ERF
SORBI_3001G428700	SbEREB8	AP2/ERF-ERF
SORBI_3001G473900	SbEREB9	AP2/ERF-ERF
SORBI_3001G481202	SbEREB15	AP2/ERF-ERF
SORBI_3001G481300	SbEREB11	AP2/ERF-ERF
SORBI_3001G481400	SbEREB12	AP2/ERF-ERF
SORBI_3001G481600	SbEREB18	AP2/ERF-ERF
SORBI_3001G486800	SbEREB13	AP2/ERF-ERF
SORBI_3001G494151	SbEREB14	AP2/ERF-ERF
SORBI_3001G502300	SbEREB16	AP2/ERF-ERF
SORBI_3001G531100	SbEREB17	AP2/ERF-ERF
SORBI_3002G069100	SbEREB19	AP2/ERF-ERF
SORBI_3002G069166	SbEREB20	AP2/ERF-ERF
SORBI_3002G069400	SbEREB21	AP2/ERF-ERF
SORBI_3002G071600	SbEREB23	AP2/ERF-ERF
SORBI_3002G081300	SbEREB24	AP2/ERF-ERF
SORBI_3002G115400	SbEREB25	AP2/ERF-ERF
SORBI_3002G139300	SbEREB26	AP2/ERF-ERF
SORBI_3002G139400	SbEREB27	AP2/ERF-ERF
SORBI_3002G165600	SbEREB30	AP2/ERF-ERF
SORBI_3002G165700	SbEREB28	AP2/ERF-ERF
SORBI_3002G184400	SbEREB29	AP2/ERF-ERF
SORBI_3002G212000	SbEREB31	AP2/ERF-ERF
SORBI_3002G225700	SbEREB32	AP2/ERF-ERF
SORBI_3002G260800	SbEREB33	AP2/ERF-ERF
SORBI_3002G269032	SbEREB37	AP2/ERF-ERF
SORBI_3002G269100	SbEREB34	AP2/ERF-ERF
SORBI_3002G269300	SbEREB84	AP2/ERF-ERF
SORBI_3002G269400	SbEREB35	AP2/ERF-ERF
SORBI_3002G269500	SbEREB36	AP2/ERF-ERF
SORBI_3002G269600	SbEREB38	AP2/ERF-ERF
SORBI_3002G350500	SbEREB39	AP2/ERF-ERF
SORBI_3002G375400	SbEREB40	AP2/ERF-ERF
SORBI_3002G411000	SbEREB41	AP2/ERF-ERF
SORBI_3002G415600	SbEREB42	AP2/ERF-ERF
SORBI_3003G012800	SbEREB43	AP2/ERF-ERF
SORBI_3003G028000	SbEREB44	AP2/ERF-ERF
SORBI_3003G058200	SbEREB45	AP2/ERF-ERF
SORBI_3003G085600	SbEREB46	AP2/ERF-ERF
SORBI_3003G148600	SbEREB47	AP2/ERF-ERF
SORBI_3003G243500	SbEREB48	AP2/ERF-ERF
SORBI_3003G297600	SbEREB49	AP2/ERF-ERF
SORBI_3003G324400	SbEREB54	AP2/ERF-ERF
SORBI_3003G324500	SbEREB55	AP2/ERF-ERF
SORBI_3003G369100	SbEREB50	AP2/ERF-ERF
SORBI_3003G380900	SbEREB51	AP2/ERF-ERF
SORBI_3003G381400	SbEREB52	AP2/ERF-ERF
SORBI_3003G442100	SbEREB53	AP2/ERF-ERF
SORBI_3004G047002	SbEREB56	AP2/ERF-ERF
SORBI_3004G073100	SbEREB58	AP2/ERF-ERF
SORBI_3004G084600	SbEREB59	AP2/ERF-ERF
SORBI_3004G100500	SbEREB60	AP2/ERF-ERF
SORBI_3004G100700	SbEREB61	AP2/ERF-ERF
SORBI_3004G151500	SbEREB62	AP2/ERF-ERF
SORBI_3004G158902	SbEREB65	AP2/ERF-ERF
SORBI_3004G159500	SbEREB63	AP2/ERF-ERF
SORBI_3004G171300	SbEREB64	AP2/ERF-ERF
SORBI_3004G179900	SbEREB66	AP2/ERF-ERF
SORBI_3004G200700	SbEREB67	AP2/ERF-ERF
SORBI_3004G227400	SbEREB70	AP2/ERF-ERF
SORBI_3004G233200	SbEREB68	AP2/ERF-ERF
SORBI_3004G283201	SbEREB73	AP2/ERF-ERF
SORBI_3004G283300	SbEREB74	AP2/ERF-ERF
SORBI_3004G295500	SbEREB71	AP2/ERF-ERF
SORBI_3004G295600	SbEREB72	AP2/ERF-ERF
SORBI_3004G295700	SbEREB75	AP2/ERF-ERF
SORBI_3004G296900	SbEREB76	AP2/ERF-ERF
SORBI_3004G297100	SbEREB77	AP2/ERF-ERF
SORBI_3004G308900	SbEREB78	AP2/ERF-ERF
SORBI_3004G310600	SbEREB79	AP2/ERF-ERF
SORBI_3004G319700	SbEREB80	AP2/ERF-ERF
SORBI_3004G321300	SbEREB81	AP2/ERF-ERF
SORBI_3004G331300	SbEREB82	AP2/ERF-ERF
SORBI_3005G014800	SbEREB86	AP2/ERF-ERF
SORBI_3005G051200	SbEREB83	AP2/ERF-ERF
SORBI_3005G087600	SbEREB85	AP2/ERF-ERF
SORBI_3005G103000	SbEREB87	AP2/ERF-ERF
SORBI_3005G103100	SbEREB88	AP2/ERF-ERF
SORBI_3005G158500	SbEREB89	AP2/ERF-ERF
SORBI_3005G217400	SbEREB90	AP2/ERF-ERF
SORBI_3006G058732	SbEREB91	AP2/ERF-ERF
SORBI_3006G059800	SbEREB92	AP2/ERF-ERF
SORBI_3006G080200	SbEREB93	AP2/ERF-ERF
SORBI_3006G091200	SbEREB94	AP2/ERF-ERF
SORBI_3006G156100	SbEREB95	AP2/ERF-ERF
SORBI_3006G167800	SbEREB96	AP2/ERF-ERF
SORBI_3006G167900	SbEREB97	AP2/ERF-ERF
SORBI_3006G168000	SbEREB98	AP2/ERF-ERF
SORBI_3006G168100	SbEREB99	AP2/ERF-ERF
SORBI_3006G168200	SbEREB100	AP2/ERF-ERF
SORBI_3006G169900	SbEREB102	AP2/ERF-ERF
SORBI_3006G170000	SbEREB103	AP2/ERF-ERF
SORBI_3006G170100	SbEREB104	AP2/ERF-ERF
SORBI_3006G184700	SbEREB105	AP2/ERF-ERF
SORBI_3006G184800	SbEREB106	AP2/ERF-ERF
SORBI_3006G210300	SbEREB108	AP2/ERF-ERF
SORBI_3006G240500	SbEREB109	AP2/ERF-ERF
SORBI_3006G247000	SbEREB110	AP2/ERF-ERF
SORBI_3006G259000	SbEREB112	AP2/ERF-ERF
SORBI_3007G058300	SbEREB113	AP2/ERF-ERF
SORBI_3007G077001	SbEREB107	AP2/ERF-ERF
SORBI_3007G077100	SbEREB114	AP2/ERF-ERF
SORBI_3007G077200	SbEREB115	AP2/ERF-ERF
SORBI_3007G077300	SbEREB116	AP2/ERF-ERF
SORBI_3007G107400	SbEREB111	AP2/ERF-ERF
SORBI_3007G124100	SbEREB117	AP2/ERF-ERF
SORBI_3007G147300	SbEREB118	AP2/ERF-ERF
SORBI_3007G148500	SbEREB119	AP2/ERF-ERF
SORBI_3007G156700	SbEREB121	AP2/ERF-ERF
SORBI_3007G162700	SbEREB122	AP2/ERF-ERF
SORBI_3007G164900	SbEREB123	AP2/ERF-ERF
SORBI_3007G181500	SbEREB124	AP2/ERF-ERF
SORBI_3007G188701	SbEREB120	AP2/ERF-ERF
SORBI_3007G205100	SbEREB129	AP2/ERF-ERF
SORBI_3007G205200	SbEREB130	AP2/ERF-ERF
SORBI_3007G205400	SbEREB131	AP2/ERF-ERF
SORBI_3008G050600	SbEREB125	AP2/ERF-ERF
SORBI_3008G145000	SbEREB126	AP2/ERF-ERF
SORBI_3009G101400	SbEREB132	AP2/ERF-ERF
SORBI_3009G103800	SbEREB133	AP2/ERF-ERF
SORBI_3009G111200	SbEREB136	AP2/ERF-ERF
SORBI_3009G141500	SbEREB137	AP2/ERF-ERF
SORBI_3009G145200	SbEREB134	AP2/ERF-ERF
SORBI_3009G151600	SbEREB135	AP2/ERF-ERF
SORBI_3009G170800	SbEREB138	AP2/ERF-ERF
SORBI_3009G184300	SbEREB139	AP2/ERF-ERF
SORBI_3009G184400	SbEREB140	AP2/ERF-ERF
SORBI_3009G233100	SbEREB142	AP2/ERF-ERF
SORBI_3009G238500	SbEREB143	AP2/ERF-ERF
SORBI_3010G016500	SbEREB175	AP2/ERF-ERF
SORBI_3010G047500	SbEREB144	AP2/ERF-ERF
SORBI_3010G052600	SbEREB145	AP2/ERF-ERF
SORBI_3010G063900	SbEREB146	AP2/ERF-ERF
SORBI_3010G071700	SbEREB147	AP2/ERF-ERF
SORBI_3010G080400	SbEREB148	AP2/ERF-ERF
SORBI_3010G089700	SbEREB150	AP2/ERF-ERF
SORBI_3010G133566	SbEREB149	AP2/ERF-ERF
SORBI_3010G164800	SbEREB151	AP2/ERF-ERF
SORBI_3010G185300	SbEREB152	AP2/ERF-ERF
SORBI_3010G200200	SbEREB153	AP2/ERF-ERF
SORBI_3010G200400	SbEREB155	AP2/ERF-ERF
SORBI_3010G240900	SbEREB154	AP2/ERF-ERF
Os01g0236300	OsARF1	ARF
Os01g0670800	OsARF2	ARF
Os01g0753500	OsARF3	ARF
Os01g0927600	OsARF4	ARF
Os02g0141100	OsARF5	ARF
Os02g0164900	OsARF6	ARF
Os02g0557200	OsARF7	ARF
Os02g0628600	OsARF8	ARF
Os04g0442000	OsARF9	ARF
Os04g0519700	OsARF10	ARF
Os04g0664400	OsARF11	ARF
Os04g0671900	OsARF12	ARF
Os04g0690600	OsARF13	ARF
Os05g0515400	OsARF14	ARF
Os05g0563400	OsARF15	ARF
Os06g0196700	OsARF16	ARF
Os06g0677800	OsARF17	ARF
Os06g0685700	OsARF18	ARF
Os06g0702600	OsARF19	ARF
Os07g0183100	OsARF28	ARF
Os07g0183200	OsARF29	ARF
Os07g0183350	OsARF27	ARF
Os07g0183700	OsARF26	ARF
Os08g0520550	OsARF30	ARF
Os10g0479900	OsARF22	ARF
Os11g0523800	OsARF23	ARF
Os12g0479400	OsARF24	ARF
Os12g0613700	OsARF25	ARF
SORBI_3001G217300	SbARF6	ARF
SORBI_3002G290600	SbARF7	ARF
SORBI_3003G003800	SbARF9	ARF
SORBI_3003G251700	SbARF10	ARF
SORBI_3003G298600	SbARF11	ARF
SORBI_3003G411900	SbARF12	ARF
SORBI_3004G037800	SbARF13	ARF
SORBI_3004G051900	SbARF14	ARF
SORBI_3004G178500	SbARF15	ARF
SORBI_3004G221400	SbARF16	ARF
SORBI_3005G132000	SbARF17	ARF
SORBI_3006G089500	SbARF19	ARF
SORBI_3006G149600	SbARF20	ARF
SORBI_3006G255300	SbARF21	ARF
SORBI_3006G262100	SbARF22	ARF
SORBI_3006G278900	SbARF23	ARF
SORBI_3007G203500	SbARF24	ARF
SORBI_3008G096000	SbARF25	ARF
SORBI_3008G169400	SbARF26	ARF
SORBI_3009G196900	SbARF27	ARF
SORBI_3009G231800	SbARF1	ARF
SORBI_3010G073600	SbARF2	ARF
SORBI_3010G229000	SbARF3	ARF
SORBI_3010G236300	SbARF4	ARF
SORBI_3010G253300	SbARF5	ARF
Os02g0469900	OsARID1	ARID
Os02g0714300	OsARID2	ARID
Os04g0166400	OsARID7	ARID
Os05g0202200	OsARID8	ARID
Os06g0622300	OsARID3	ARID
Os08g0451400	OsARID4	ARID
Os10g0446400	OsARID9	ARID
SORBI_3001G233600	SbARID1	ARID
SORBI_3002G211800	SbARID2	ARID
SORBI_3004G143300	SbARID3	ARID
SORBI_3004G261700	SbARID4	ARID
SORBI_3006G017800	SbARID8	ARID
SORBI_3007G146900	SbARID5	ARID
SORBI_3010G194700	SbARID6	ARID
SORBI_3010G279450	SbARID7	ARID
Os02g0796500	OsARR2	ARR-B
Os06g0183100	OsARR7	ARR-B
Os03g0224200	OsARR3	ARR-B
Os02g0182100	OsARR1	ARR-B
Os01g0904700	OsARR9	ARR-B
Os06g0647200	OsARR8	ARR-B
SORBI_3003G393300	SbARR3	ARR-B
SORBI_3004G066600	SbARR4	ARR-B
SORBI_3004G330900	SbARR5	ARR-B
SORBI_3010G064700	SbARR9	ARR-B
SORBI_3005G050700	SbARR6	ARR-B
SORBI_3001G451000	SbARR2	ARR-B
SORBI_3001G227900	SbARR1	ARR-B
SORBI_3010G192200	SbARR10	ARR-B
SORBI_3006G035700	SbARR7	ARR-B
SORBI_3008G071200	SbARR8	ARR-B
Os01g0158800	OsALF1	Alfin-like
Os01g0887700	OsALF2	Alfin-like
Os02g0564100	OsALF3	Alfin-like
Os03g0818300	OsALF11	Alfin-like
Os04g0444900	OsALF5	Alfin-like
